qc_id,fid,id,name,date,time,lon,lat,altitude,north,azimuth,cam. maker,cam. model,title,comment,path,relpath,timestamp,images,icon_url
"0","1",886e21d3-40b4-4a2b-8388-d054fbba8965,DJI_0006.JPG,2023/01/10,10:06:38,33.2604262222222,47.3901704444444,147.373,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0006.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0006.JPG",./100MEDIA/DJI_0006.JPG,2023/01/10 10:06:38,"<img src = ""./100MEDIA/DJI_0006.JPG"" width=""300"" height=""225""/>",./0.png
"1","2",c5576ab4-1afa-4b8d-a1fc-3bd8e1d2b521,DJI_0007.JPG,2023/01/10,10:06:52,33.2603811388889,47.3900410277778,149.67,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0007.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0007.JPG",./100MEDIA/DJI_0007.JPG,2023/01/10 10:06:52,"<img src = ""./100MEDIA/DJI_0007.JPG"" width=""300"" height=""225""/>",./0.png
"2","3",0f090639-ebf9-4205-a154-38614405c3d4,DJI_0008.JPG,2023/01/10,10:07:01,33.2600660277778,47.3896578333333,150.248,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0008.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0008.JPG",./100MEDIA/DJI_0008.JPG,2023/01/10 10:07:01,"<img src = ""./100MEDIA/DJI_0008.JPG"" width=""300"" height=""225""/>",./0.png
"3","4",b4fe8eba-bcbf-454f-9c2b-c7393d7290d8,DJI_0009.JPG,2023/01/10,10:07:13,33.2590435,47.3889494722222,151.548,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0009.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0009.JPG",./100MEDIA/DJI_0009.JPG,2023/01/10 10:07:13,"<img src = ""./100MEDIA/DJI_0009.JPG"" width=""300"" height=""225""/>",./0.png
"4","5",5f074137-cd78-4766-9287-a9141378ea94,DJI_0010.JPG,2023/01/10,10:07:26,33.2572038333333,47.3882161388889,165.942,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0010.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0010.JPG",./100MEDIA/DJI_0010.JPG,2023/01/10 10:07:26,"<img src = ""./100MEDIA/DJI_0010.JPG"" width=""300"" height=""225""/>",./0.png
"5","6",f07e587a-788e-4d20-bfe0-166d5c037b54,DJI_0011.JPG,2023/01/10,10:07:32,33.2562818055556,47.3878658333333,168.368,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0011.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0011.JPG",./100MEDIA/DJI_0011.JPG,2023/01/10 10:07:32,"<img src = ""./100MEDIA/DJI_0011.JPG"" width=""300"" height=""225""/>",./0.png
"6","7",38899e64-0cc6-4d0a-a29d-fa17e0640026,DJI_0012.JPG,2023/01/10,10:07:37,33.2555776388889,47.3875203888889,167.216,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0012.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0012.JPG",./100MEDIA/DJI_0012.JPG,2023/01/10 10:07:37,"<img src = ""./100MEDIA/DJI_0012.JPG"" width=""300"" height=""225""/>",./0.png
"7","8",93f77d1a-d3fc-4bff-be8a-8c1b890bf391,DJI_0013.JPG,2023/01/10,10:07:42,33.2554221666667,47.3870754444444,165.461,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0013.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0013.JPG",./100MEDIA/DJI_0013.JPG,2023/01/10 10:07:42,"<img src = ""./100MEDIA/DJI_0013.JPG"" width=""300"" height=""225""/>",./0.png
"8","9",321d33b0-f67c-4b9c-bf10-a4b09de3ff97,DJI_0014.JPG,2023/01/10,10:07:47,33.2553665277778,47.3867911111111,165.818,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0014.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0014.JPG",./100MEDIA/DJI_0014.JPG,2023/01/10 10:07:47,"<img src = ""./100MEDIA/DJI_0014.JPG"" width=""300"" height=""225""/>",./0.png
"9","10",df9ffc8f-80f4-4c8f-bec8-9113aa64ecea,DJI_0015.JPG,2023/01/10,10:07:52,33.2553373333333,47.3865826388889,169.793,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0015.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0015.JPG",./100MEDIA/DJI_0015.JPG,2023/01/10 10:07:52,"<img src = ""./100MEDIA/DJI_0015.JPG"" width=""300"" height=""225""/>",./0.png
"10","11",a02048f2-472d-44e2-a02d-4b9c0c35e5d7,DJI_0016.JPG,2023/01/10,10:07:56,33.2553505277778,47.3863877777778,167.682,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0016.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0016.JPG",./100MEDIA/DJI_0016.JPG,2023/01/10 10:07:56,"<img src = ""./100MEDIA/DJI_0016.JPG"" width=""300"" height=""225""/>",./0.png
"11","12",49d66936-2789-46c3-b0ff-a4b1ff5867e6,DJI_0017.JPG,2023/01/10,10:07:59,33.2553029722222,47.386102,168.192,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0017.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0017.JPG",./100MEDIA/DJI_0017.JPG,2023/01/10 10:07:59,"<img src = ""./100MEDIA/DJI_0017.JPG"" width=""300"" height=""225""/>",./0.png
"12","13",831b2f86-1732-47ec-98d7-a63bdc51b390,DJI_0018.JPG,2023/01/10,10:08:04,33.2552572222222,47.3857171666667,167.601,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0018.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0018.JPG",./100MEDIA/DJI_0018.JPG,2023/01/10 10:08:04,"<img src = ""./100MEDIA/DJI_0018.JPG"" width=""300"" height=""225""/>",./0.png
"13","14",4e694dbd-7bf0-4ae5-a19a-7a8483ed51dc,DJI_0019.JPG,2023/01/10,10:08:17,33.2553283888889,47.3851804722222,160.849,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0019.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0019.JPG",./100MEDIA/DJI_0019.JPG,2023/01/10 10:08:17,"<img src = ""./100MEDIA/DJI_0019.JPG"" width=""300"" height=""225""/>",./0.png
"14","15",ef6b9ea0-9b27-4076-87df-1e3c9167359d,DJI_0020.JPG,2023/01/10,10:08:21,33.2554140277778,47.3849268055556,160.749,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0020.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0020.JPG",./100MEDIA/DJI_0020.JPG,2023/01/10 10:08:21,"<img src = ""./100MEDIA/DJI_0020.JPG"" width=""300"" height=""225""/>",./0.png
"15","16",68ac96b8-d97e-4bba-8fa0-e0e7ca183e63,DJI_0021.JPG,2023/01/10,10:08:27,33.2554652777778,47.3845021944444,163.226,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0021.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0021.JPG",./100MEDIA/DJI_0021.JPG,2023/01/10 10:08:27,"<img src = ""./100MEDIA/DJI_0021.JPG"" width=""300"" height=""225""/>",./0.png
"16","17",f1ec5a34-b92f-4dbe-a12a-b94e9df77953,DJI_0022.JPG,2023/01/10,10:08:33,33.2555129166667,47.3842477777778,161.101,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0022.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0022.JPG",./100MEDIA/DJI_0022.JPG,2023/01/10 10:08:33,"<img src = ""./100MEDIA/DJI_0022.JPG"" width=""300"" height=""225""/>",./0.png
"17","18",2e84e558-40f4-46a4-ae93-c6cbc0936e8d,DJI_0023.JPG,2023/01/10,10:08:41,33.2556259444444,47.3837879444444,160.559,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0023.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0023.JPG",./100MEDIA/DJI_0023.JPG,2023/01/10 10:08:41,"<img src = ""./100MEDIA/DJI_0023.JPG"" width=""300"" height=""225""/>",./0.png
"18","19",f33ff05e-625d-4428-9c76-973c3d20117d,DJI_0024.JPG,2023/01/10,10:08:46,33.2556835277778,47.3834824722222,158.935,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0024.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0024.JPG",./100MEDIA/DJI_0024.JPG,2023/01/10 10:08:46,"<img src = ""./100MEDIA/DJI_0024.JPG"" width=""300"" height=""225""/>",./0.png
"19","20",2c9612ac-34ea-4dca-9e9b-b90d079deb2f,DJI_0025.JPG,2023/01/10,10:09:00,33.2557618055556,47.3828561666667,158.311,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0025.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0025.JPG",./100MEDIA/DJI_0025.JPG,2023/01/10 10:09:00,"<img src = ""./100MEDIA/DJI_0025.JPG"" width=""300"" height=""225""/>",./0.png
"20","21",06f9b692-d3bc-4815-91af-03d3cfe6a5e9,DJI_0026.JPG,2023/01/10,10:09:11,33.2559400277778,47.3821905555556,158.427,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0026.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0026.JPG",./100MEDIA/DJI_0026.JPG,2023/01/10 10:09:11,"<img src = ""./100MEDIA/DJI_0026.JPG"" width=""300"" height=""225""/>",./0.png
"21","22",61263125-1ad8-402b-b2a9-5fbc6a8d7737,DJI_0027.JPG,2023/01/10,10:09:17,33.2560192222222,47.3818264444444,159.029,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0027.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0027.JPG",./100MEDIA/DJI_0027.JPG,2023/01/10 10:09:17,"<img src = ""./100MEDIA/DJI_0027.JPG"" width=""300"" height=""225""/>",./0.png
"22","23",284d590a-c114-4434-a1e4-c61bc9e1a6ed,DJI_0028.JPG,2023/01/10,10:09:25,33.2561850833333,47.3811386111111,158.623,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0028.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0028.JPG",./100MEDIA/DJI_0028.JPG,2023/01/10 10:09:25,"<img src = ""./100MEDIA/DJI_0028.JPG"" width=""300"" height=""225""/>",./0.png
"23","24",b1f35bc2-8806-431b-9eb9-71354c51e71a,DJI_0029.JPG,2023/01/10,10:09:30,33.2562451666667,47.3805983888889,160.397,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0029.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0029.JPG",./100MEDIA/DJI_0029.JPG,2023/01/10 10:09:30,"<img src = ""./100MEDIA/DJI_0029.JPG"" width=""300"" height=""225""/>",./0.png
"24","25",2091284a-9d5f-439c-ab8c-5fa7df3ace1d,DJI_0030.JPG,2023/01/10,10:09:36,33.2562825555556,47.3802288611111,157.758,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0030.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0030.JPG",./100MEDIA/DJI_0030.JPG,2023/01/10 10:09:36,"<img src = ""./100MEDIA/DJI_0030.JPG"" width=""300"" height=""225""/>",./0.png
"25","26",2bf65e06-177e-4149-bfbe-baec54b7a0f5,DJI_0031.JPG,2023/01/10,10:09:39,33.2563003611111,47.3799042777778,157.701,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0031.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0031.JPG",./100MEDIA/DJI_0031.JPG,2023/01/10 10:09:39,"<img src = ""./100MEDIA/DJI_0031.JPG"" width=""300"" height=""225""/>",./0.png
"26","27",f141ba9c-22b0-483d-b2b2-8a94001064bb,DJI_0032.JPG,2023/01/10,10:09:46,33.2563050833333,47.3797857222222,157.927,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0032.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0032.JPG",./100MEDIA/DJI_0032.JPG,2023/01/10 10:09:46,"<img src = ""./100MEDIA/DJI_0032.JPG"" width=""300"" height=""225""/>",./0.png
"27","28",4830617f-469f-4b98-a71c-3d5442db5ee0,DJI_0033.JPG,2023/01/10,10:09:54,33.2564061111111,47.3791115,166.895,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0033.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0033.JPG",./100MEDIA/DJI_0033.JPG,2023/01/10 10:09:54,"<img src = ""./100MEDIA/DJI_0033.JPG"" width=""300"" height=""225""/>",./0.png
"28","29",6853e40d-dea8-48ec-b0d9-e1e41a668af5,DJI_0034.JPG,2023/01/10,10:10:00,33.2565146111111,47.378692,161.128,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0034.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0034.JPG",./100MEDIA/DJI_0034.JPG,2023/01/10 10:10:00,"<img src = ""./100MEDIA/DJI_0034.JPG"" width=""300"" height=""225""/>",./0.png
"29","30",1ff0cb98-55b4-442a-b2a8-e5aa0dd408f9,DJI_0035.JPG,2023/01/10,10:10:04,33.2566075833333,47.3782902222222,158.312,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0035.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0035.JPG",./100MEDIA/DJI_0035.JPG,2023/01/10 10:10:04,"<img src = ""./100MEDIA/DJI_0035.JPG"" width=""300"" height=""225""/>",./0.png
"30","31",9c9d146c-f06a-437b-b7e6-168e3b9474e5,DJI_0036.JPG,2023/01/10,10:10:10,33.2566635555556,47.3777153611111,160.746,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0036.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0036.JPG",./100MEDIA/DJI_0036.JPG,2023/01/10 10:10:10,"<img src = ""./100MEDIA/DJI_0036.JPG"" width=""300"" height=""225""/>",./0.png
"31","32",f0714f32-f135-4e9b-acdf-5298bdad7688,DJI_0037.JPG,2023/01/10,10:10:17,33.2566941944444,47.3773709444444,157.54,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0037.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0037.JPG",./100MEDIA/DJI_0037.JPG,2023/01/10 10:10:17,"<img src = ""./100MEDIA/DJI_0037.JPG"" width=""300"" height=""225""/>",./0.png
"32","33",b46170b3-5a9b-4e06-833a-44a828f2a84d,DJI_0038.JPG,2023/01/10,10:10:22,33.2567486944444,47.3770636111111,161.495,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0038.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0038.JPG",./100MEDIA/DJI_0038.JPG,2023/01/10 10:10:22,"<img src = ""./100MEDIA/DJI_0038.JPG"" width=""300"" height=""225""/>",./0.png
"33","34",9215922d-4803-4e32-b30d-0fe7b6d1965d,DJI_0039.JPG,2023/01/10,10:10:26,33.2568009444444,47.3767728611111,164.548,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0039.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0039.JPG",./100MEDIA/DJI_0039.JPG,2023/01/10 10:10:26,"<img src = ""./100MEDIA/DJI_0039.JPG"" width=""300"" height=""225""/>",./0.png
"34","35",65dd820b-7b86-4c62-9be6-28d92cb72f2c,DJI_0040.JPG,2023/01/10,10:10:36,33.2568759166667,47.3765159722222,160.899,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0040.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0040.JPG",./100MEDIA/DJI_0040.JPG,2023/01/10 10:10:36,"<img src = ""./100MEDIA/DJI_0040.JPG"" width=""300"" height=""225""/>",./0.png
"35","36",b289cfee-a1d3-405f-b62b-fd2cb075b4e2,DJI_0041.JPG,2023/01/10,10:10:40,33.25691925,47.3762734444444,156.057,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0041.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0041.JPG",./100MEDIA/DJI_0041.JPG,2023/01/10 10:10:40,"<img src = ""./100MEDIA/DJI_0041.JPG"" width=""300"" height=""225""/>",./0.png
"36","37",1ec9b08a-6213-4fe9-8962-94c7add650da,DJI_0042.JPG,2023/01/10,10:10:46,33.2569605833333,47.3759070555556,157.255,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0042.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0042.JPG",./100MEDIA/DJI_0042.JPG,2023/01/10 10:10:46,"<img src = ""./100MEDIA/DJI_0042.JPG"" width=""300"" height=""225""/>",./0.png
"37","38",7975e18e-159f-44b8-9921-dda553a07d70,DJI_0043.JPG,2023/01/10,10:10:53,33.2569335277778,47.3754691944444,157.065,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0043.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0043.JPG",./100MEDIA/DJI_0043.JPG,2023/01/10 10:10:53,"<img src = ""./100MEDIA/DJI_0043.JPG"" width=""300"" height=""225""/>",./0.png
"38","39",f2edbb09-3b3b-4d0e-9f28-2a2e63ee00be,DJI_0044.JPG,2023/01/10,10:10:58,33.2568755277778,47.3751345277778,158.585,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0044.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0044.JPG",./100MEDIA/DJI_0044.JPG,2023/01/10 10:10:58,"<img src = ""./100MEDIA/DJI_0044.JPG"" width=""300"" height=""225""/>",./0.png
"39","40",a61c8499-23f8-40d0-b085-2a46fb306355,DJI_0045.JPG,2023/01/10,10:11:01,33.2569281944444,47.3749141666667,158.202,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0045.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0045.JPG",./100MEDIA/DJI_0045.JPG,2023/01/10 10:11:01,"<img src = ""./100MEDIA/DJI_0045.JPG"" width=""300"" height=""225""/>",./0.png
"40","41",160dd9e8-337e-4e93-b3dd-46cfabed5875,DJI_0046.JPG,2023/01/10,10:11:12,33.2575155,47.3747736111111,159.707,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0046.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0046.JPG",./100MEDIA/DJI_0046.JPG,2023/01/10 10:11:12,"<img src = ""./100MEDIA/DJI_0046.JPG"" width=""300"" height=""225""/>",./0.png
"41","42",e9043c96-7a69-4f1d-b5ab-8432d69c59f7,DJI_0047.JPG,2023/01/10,10:11:19,33.2579245277778,47.3751211111111,160.702,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0047.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0047.JPG",./100MEDIA/DJI_0047.JPG,2023/01/10 10:11:19,"<img src = ""./100MEDIA/DJI_0047.JPG"" width=""300"" height=""225""/>",./0.png
"42","43",cba2c1e3-2d53-4c0d-bfab-409fcd34e022,DJI_0048.JPG,2023/01/10,10:11:28,33.2586292777778,47.3757031666667,162.987,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0048.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0048.JPG",./100MEDIA/DJI_0048.JPG,2023/01/10 10:11:28,"<img src = ""./100MEDIA/DJI_0048.JPG"" width=""300"" height=""225""/>",./0.png
"43","44",e54f3ad8-f8ec-4235-a100-74896b5b81c8,DJI_0049.JPG,2023/01/10,10:11:36,33.2593925833333,47.3761828611111,160.504,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0049.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0049.JPG",./100MEDIA/DJI_0049.JPG,2023/01/10 10:11:36,"<img src = ""./100MEDIA/DJI_0049.JPG"" width=""300"" height=""225""/>",./0.png
"44","45",2b985e04-8e08-4451-96a1-70616b693828,DJI_0050.JPG,2023/01/10,10:11:41,33.2599660833333,47.3764983611111,160.863,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0050.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0050.JPG",./100MEDIA/DJI_0050.JPG,2023/01/10 10:11:41,"<img src = ""./100MEDIA/DJI_0050.JPG"" width=""300"" height=""225""/>",./0.png
"45","46",b6f38ce0-221a-41e0-82c5-2ad34c3b9124,DJI_0051.JPG,2023/01/10,10:11:53,33.2612386388889,47.3768338333333,159.145,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0051.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0051.JPG",./100MEDIA/DJI_0051.JPG,2023/01/10 10:11:53,"<img src = ""./100MEDIA/DJI_0051.JPG"" width=""300"" height=""225""/>",./0.png
"46","47",8a554d72-8333-4975-a534-b9661ce7f541,DJI_0052.JPG,2023/01/10,10:12:00,33.2620212777778,47.3770273611111,161.245,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0052.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0052.JPG",./100MEDIA/DJI_0052.JPG,2023/01/10 10:12:00,"<img src = ""./100MEDIA/DJI_0052.JPG"" width=""300"" height=""225""/>",./0.png
"47","48",fa53109a-76e1-4639-8ebe-c882d94bf8ff,DJI_0053.JPG,2023/01/10,10:12:07,33.2628744444444,47.3771252777778,159.607,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0053.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0053.JPG",./100MEDIA/DJI_0053.JPG,2023/01/10 10:12:07,"<img src = ""./100MEDIA/DJI_0053.JPG"" width=""300"" height=""225""/>",./0.png
"48","49",6aaa8b27-e90d-4db3-87cb-bc3e660d43f9,DJI_0054.JPG,2023/01/10,10:12:20,33.2639266388889,47.3767736388889,161.277,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0054.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0054.JPG",./100MEDIA/DJI_0054.JPG,2023/01/10 10:12:20,"<img src = ""./100MEDIA/DJI_0054.JPG"" width=""300"" height=""225""/>",./0.png
"49","50",9fc7bb7a-2828-4c1d-9c9d-ca36cc4bf070,DJI_0055.JPG,2023/01/10,10:12:27,33.2645441388889,47.3764614444444,159.915,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0055.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0055.JPG",./100MEDIA/DJI_0055.JPG,2023/01/10 10:12:27,"<img src = ""./100MEDIA/DJI_0055.JPG"" width=""300"" height=""225""/>",./0.png
"50","51",310f02f4-617a-4e19-9858-39499b4c91bc,DJI_0056.JPG,2023/01/10,10:12:42,33.2654675277778,47.3767731666667,159.426,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0056.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0056.JPG",./100MEDIA/DJI_0056.JPG,2023/01/10 10:12:42,"<img src = ""./100MEDIA/DJI_0056.JPG"" width=""300"" height=""225""/>",./0.png
"51","52",a84b3836-7f40-469a-89ab-eb02d2dd0f57,DJI_0057.JPG,2023/01/10,10:12:53,33.2657859166667,47.3775688611111,161.3,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0057.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0057.JPG",./100MEDIA/DJI_0057.JPG,2023/01/10 10:12:53,"<img src = ""./100MEDIA/DJI_0057.JPG"" width=""300"" height=""225""/>",./0.png
"52","53",40ce9cc8-4906-4143-bfb8-ff622dd2037f,DJI_0058.JPG,2023/01/10,10:13:01,33.2658880277778,47.37774175,158.816,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0058.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0058.JPG",./100MEDIA/DJI_0058.JPG,2023/01/10 10:13:01,"<img src = ""./100MEDIA/DJI_0058.JPG"" width=""300"" height=""225""/>",./0.png
"53","54",41189b8c-1b7b-4997-8cab-c432c358cfb2,DJI_0059.JPG,2023/01/10,10:13:05,33.26577525,47.3780559444444,158.947,,,DJI,FC6310R,DCIM\100MEDIA\DJI_0059.JPG,,"C:/Users/m.mushynskyi/agrosem.ua/Сергій Бовтачук - 1 Травня, фото для привязки/100MEDIA\DJI_0059.JPG",./100MEDIA/DJI_0059.JPG,2023/01/10 10:13:05,"<img src = ""./100MEDIA/DJI_0059.JPG"" width=""300"" height=""225""/>",./0.png
